Rating,# of patient feedback,page_source,Specialty,Experience,Pincode,City,State,Hospital/Clinic name,Address,Education,Doctor name
rating not found,,https://www.lybrate.com/aurangabad/doctor/dr-bhairav-kulkarni-ayurveda?lpt=PS-SRP,Ayurveda,"14, Years experience",,"Shahanur Wadi,,,Aurangabad,",Bihar ,"Shree Siddhivinayak Ayurved Panchak ..., ","Shahanur Wadi,,,Aurangabad,","Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - Ayurved","Dr. ,Bhairav B Kulkarni"
 (114 ratings),8 patient feedback(s),https://www.lybrate.com/aurangabad/doctor/dr-ramakant-bembde-cosmetic-plastic-surgeon?lpt=PS-SRP,Cosmetic/Plastic Surgeon,"21, Years experience",,"Beed Bypass,,,Aurangabad,",Bihar ,"Bembde Hospital For Plastic, Cosmet ..., ","Beed Bypass,,,Aurangabad,","MCh - Plastic & Reconstructive Surgery, DNB (Plastic Surgery)","Dr. ,Ramakant Bembde"
 (25 ratings),2 patient feedback(s),https://www.lybrate.com/aurangabad/doctor/dr-niraj-chaudhari-dentist?lpt=PS-SRP,Dentist,"11, Years experience",,"CIDCO,,,Aurangabad,",Bihar ,"Sai Dental Clinic & Implant Centre  ..., ","CIDCO,,,Aurangabad,",MDS - Periodontics,"Dr. ,Niraj Chaudhari"
 (62 ratings),18 patient feedback(s),https://www.lybrate.com/thane/doctor/dr-rupesh-waphekar-homeopath?lpt=PS-SRP,Homeopath,"8, Years experience",,",Aurangabad,,",Bihar ,"Dr Waphekar's Homoeopathic Clinic, ",",Aurangabad,,","MD Homoeopathy, Post Graduation Homoeopathy, London, DIACH, BHMS","Dr. ,Rupesh Waphekar"
 (113 ratings),3 patient feedback(s),https://www.lybrate.com/aurangabad/doctor/dr-sanmati-thole-pediatrician?lpt=PS-SRP,Pediatrician,"32, Years experience",,",Aurangabad,,",Bihar ,"THOLE'S CHILDREN HOSPITAL AND MULTI ..., ",",Aurangabad,,",MD - Paediatrics,"Dr. ,Sanmati Thole"
 (215 ratings),1 patient feedback,https://www.lybrate.com/delhi/doctor/dr-anurag-srivastava-ear-nose-throat-ent-specialist?lpt=PS-SRP,ENT Specialist,"12, Years experience",,",Darbhanga,,",Bihar ,"Dr Anurag Srivastava, ",",Darbhanga,,","MBBS, MS - ENT","Dr. ,Anurag"
 (317 ratings),1 patient feedback,https://www.lybrate.com/patna/doctor/dr-imteyaz-alam-general-physician?lpt=PS-SRP,General Physician,"12, Years experience",,"Laheriasarai,,,Darbhanga,",Bihar ,"Dr Imteyaz Alam, ","Laheriasarai,,,Darbhanga,",MBBS Bachelor of Medicine and Bachelor of Surgery,"Dr. ,Imteyaz Alam"
rating not found,,https://www.lybrate.com/arrah/doctor/dr-amit-yadav-homeopath-1?lpt=PS-SRP,Homeopath,"16, Years experience",,",Arrah,,",Bihar ,"Dr Amit Yadav, ",",Arrah,,","MD - Homeopathy, Nalanda Open University, Amravati University, MBA hosipital adminstration",Amit Yadav
rating not found,,https://www.lybrate.com/darbhanga/doctor/dr-abhishek-annu-sarraf-orthopedist?lpt=PS-SRP,Orthopedist,"7, Years experience",,",Darbhanga,,",Bihar ,"Sarraf Ortho centre, ",",Darbhanga,,",MS - Orthopaedics,"Dr. ,Abhishek Annu Sarraf"
rating not found,,https://www.lybrate.com/darbhanga/doctor/dr-alok-kumar-dentist-1?lpt=PS-SRP,Dentist,experience not found,,",Darbhanga,,",Bihar ,"PRASAD DENTAL CLINIC., ",",Darbhanga,,",,"Dr. ,Alok Kumar"
 (269 ratings),63 patient feedback(s),https://www.lybrate.com/kanpur/doctor/jivaayurveda?lpt=PS-SRP,Ayurveda,"21, Years experience",,"Garkheda,,,Aurangabad,",Bihar ,"Jiva Ayurveda Clinic Aurangabad, ","Garkheda,,,Aurangabad,","Bachelor of Ayurveda, Medicine and Surgery (BAMS)",Jiva Ayurveda
 (23 ratings),,https://www.lybrate.com/aurangabad/doctor/dr-chandrashekhar-tamane-oncologist?lpt=PS-SRP,Oncologist,"28, Years experience",,"Garkheda,,,Aurangabad,",Bihar ,"Getwel Cancer Clinic, ","Garkheda,,,Aurangabad,","MD - Radiothrapy, MBBS, Diploma In Radio Therapy","Dr. ,Chandrashekhar Tamane"
 (132 ratings),2 patient feedback(s),https://www.lybrate.com/saran/doctor/dr-anupam-kumar-homeopath?lpt=PS-SRP,Homeopath,"5, Years experience",,"Darshan Nagar,,,Chhapra,",Bihar ,"Late S.J.Sahay Memorial Homoeopathi ..., ","Darshan Nagar,,,Chhapra,","B.H.M.S., P.G.Diploma in Maternal & Child Healthcare, Advance Paediatric","Dr. ,Anupam Kumar"
 (72 ratings),42 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-saibal-moitra-allergist-immunologist?lpt=PS-SRP,Allergist/Immunologist,"22, Years experience",,"Gariahat,,,Kolkata,",Bihar ,"Allergy & Asthma Treatment Centre, ","Gariahat,,,Kolkata,","MBBS, MD Respiratory Medicine, Ph.D - Physiology, FCCP (USA), DAA","Dr. ,Saibal Moitra"
 (30 ratings),4 patient feedback(s),https://www.lybrate.com/darbhanga/doctor/dr-gautam-kanodia-urologist?lpt=PS-SRP,Urologist,"7, Years experience",,",Darbhanga,,",Bihar ,"Panna Uro & ENT Hospital, ",",Darbhanga,,","MS - General Surgery, Mch - Urology","Dr. ,Gautam"
 (17 ratings),,https://www.lybrate.com/darbhanga/doctor/dr-sajid-anwar-dentist?lpt=PS-SRP,Dentist,"5, Years experience",,",Darbhanga,,",Bihar ,"Sajid Anwar, ",",Darbhanga,,",BDS,"Dr. ,Sajid Anwar"
 (37 ratings),7 patient feedback(s),https://www.lybrate.com/darbhanga/doctor/dr-g-n-dubey-gastroenterologist?lpt=PS-SRP,Gastroenterologist,"4, Years experience",,",Darbhanga,,",Bihar ,"Dr G N Dubey Clinic , ",",Darbhanga,,",Post Graduate in Gastroenterology,"Dr. ,G N Dubey"
rating not found,,https://www.lybrate.com/patna/doctor/dr-amar-nath-shaw-cardiothoracic-vascular-surgery?lpt=PS-SRP,Cardiothoracic Vascular Surgery,"12, Years experience",,"Laheriasarai,,,Darbhanga,",Bihar ,"Paras Global Hospital, ","Laheriasarai,,,Darbhanga,",MCh (CTVS),"Dr. ,Amar Nath Shaw"
 (14 ratings),,https://www.lybrate.com/darbhanga/doctor/dr-shiv-kumar-suman-rheumatologist?lpt=PS-SRP,Rheumatologist,"5, Years experience",,"Beladullah,,,Darbhanga,",Bihar ,"Mithilanchal arthritis and rheumato ..., ","Beladullah,,,Darbhanga,",MD - General Medicine,"Dr. ,Shiv Kumar  Suman"
rating not found,,https://www.lybrate.com/darbhanga/doctor/dr-vijay-shankar-prasad-general-surgeon?lpt=PS-SRP,General Surgeon,"34, Years experience",,"Laheriasarai,,,Darbhanga,",Bihar ,"Prasad Surgical Clinic, ","Laheriasarai,,,Darbhanga,","MS - General Surgery, FICS - General Surgery, Ph. D - Surgery","Dr. ,Vijay Shankar Prasad"
rating not found,,https://www.lybrate.com/darbhanga/doctor/dr-abhishek-annu-sarraf-orthopedist-1?lpt=PS-SRP,Orthopedist,"7, Years experience",,",Darbhanga,,",Bihar ,"sarraf ortho centre, ",",Darbhanga,,",MS - Orthopaedics,"Dr. ,Abhishek Annu Sarraf"
rating not found,,https://www.lybrate.com/arrah/doctor/dr-ravi-kr-sinha-dentist?lpt=PS-SRP,Dentist,"6, Years experience",,",arrah,,",Bihar ,"Apraa dental care, ",",arrah,,",BDS,"Dr. ,Ravi Kr Sinha"
rating not found,,https://www.lybrate.com/arrah/doctor/dr-shailesh-kumar-oral-and-maxillofacial-surgeon?lpt=PS-SRP,Oral And Maxillofacial Surgeon,experience not found,,",Arrah,,",Bihar ,"Dr Shailesh Kumar, ",",Arrah,,",,"Dr. ,Shailesh Kumar"
 (37 ratings),7 patient feedback(s),https://www.lybrate.com/darbhanga/doctor/dr-md-ahtesham-dentist?lpt=PS-SRP,Dentist,experience not found,,",Darbhanga,,",Bihar ,"Dr.Ahtesham Oral&dental Clinic, ",",Darbhanga,,",,Md Ahtesham
rating not found,,https://www.lybrate.com/darbhanga/doctor/dr-kawindra-kishor-homeopath?lpt=PS-SRP,Homeopath,"3, Years experience",,",Darbhanga,,",Bihar ,"Multi Speciality Homoeopathy Clinic, ",",Darbhanga,,",BHMS,"Dr. ,Kawindra Kishor"
rating not found,,https://www.lybrate.com/darbhanga/doctor/dr-arifshahnawaz-general-surgeon?lpt=PS-SRP,General Surgeon,"23, Years experience",,",Darbhanga,,",Bihar ,"N.A.M.nursing care, ",",Darbhanga,,","Mbbs, M.s gen.surg","Dr. ,Arifshahnawaz"
rating not found,,https://www.lybrate.com/bihar/doctor/dr-narayan-jee-homeopath?lpt=PS-SRP,Homeopath,experience not found,,",Darbhanga,,",Bihar ,"Homoeopathic clinic, ",",Darbhanga,,",,"Dr. ,Narayan Jee"
rating not found,,https://www.lybrate.com/darbhanga/doctor/dr-bishnu-kant-sharma-cardiologist?lpt=PS-SRP,Cardiologist,experience not found,,",Darbhanga,,",Bihar ,"BISHNU KANT sharma, ",",Darbhanga,,",,"Dr. ,Bishnu Kant Sharma"
rating not found,,https://www.lybrate.com/darbhanga/doctor/mr-modassir-general-physician?lpt=PS-SRP,General Physician,experience not found,,",Darbhanga,,",Bihar ,"Dr artho, ",",Darbhanga,,",,"Mr. ,Modassir"
rating not found,,https://www.lybrate.com/darbhanga/doctor/dr-md-allam-doctor?lpt=PS-SRP,Doctor,experience not found,,",Darbhanga,,",Bihar ,"Md allam, ",",Darbhanga,,",,"Dr. ,Md Allam"
rating not found,,https://www.lybrate.com/darbhanga/doctor/dr-raman-kumar-verma-ophthalmologist?lpt=PS-SRP,Ophthalmologist,experience not found,,",Darbhanga,,",Bihar ,"Mathtiv Dership Center, ",",Darbhanga,,",,"Dr. ,Raman Kumar Verma"
rating not found,,https://www.lybrate.com/darbhanga/doctor/dr-sourav-choudhary-dentist?lpt=PS-SRP,Dentist,experience not found,,",Darbhanga,,",Bihar ,"dhanidhaniya, ",",Darbhanga,,",,"Dr. ,Sourav Choudhary"
 (51 ratings),7 patient feedback(s),https://www.lybrate.com/aurangabad/doctor/dr-vijay-sopanrao-dahiphale-sexologist?lpt=PS-SRP,Sexologist,"24, Years experience",,"Jalna Road,,,Aurangabad,",Bihar ,"Dr. Dahiphale Sexologist, Andrologi ..., ","Jalna Road,,,Aurangabad,","MCh - Urology/Genito-Urinary Surgery, MCh - Plastic Surgery, MS - General Surgery, DNB Geito urinary surgery, MNAMS Urology","Dr. ,Vijay Sopanrao Dahiphale"
 (3567 ratings),52 patient feedback(s),https://www.lybrate.com/aurangabad/doctor/dr-ashwini-talpe-gynaecologist?lpt=PS-SRP,Gynaecologist,"13, Years experience",,"CIDCO,,,Aurangabad,",Bihar ,"Dr Ashwini Talpe, ","CIDCO,,,Aurangabad,","MBBS, MS - Obstetrics & Gynecology, Fellowship in Infertility (IVF Specialist)","Dr. ,Ashwini Talpe"
 (656 ratings),14 patient feedback(s),https://www.lybrate.com/aurangabad/doctor/dr-sriniwas-gupta-psychiatrist?lpt=PS-SRP,Psychiatrist,"6, Years experience",,"Garkheda,,,Aurangabad,",Bihar ,"Dr Gupta's Mind Wellness & Advance  ..., ","Garkheda,,,Aurangabad,",MD- Psychiatry,"Dr. ,(Major) Sriniwas Gupta"
 (49743 ratings),284 patient feedback(s),https://www.lybrate.com/aurangabad/doctor/dr-raj-bonde-homeopath?lpt=PS-SRP,Homeopath,"35, Years experience",,"Osmanpura,,,Aurangabad,",Bihar ,"Dr Bonde Homoeo Clinic, ","Osmanpura,,,Aurangabad,",MD - Homeopathy,"Dr. ,Raj Bonde"
rating not found,,https://www.lybrate.com/aurangabad/doctor/dr-bhairav-kulkarni-ayurveda?lpt=PS-SRP,Ayurveda,"14, Years experience",,"Shahanur Wadi,,,Aurangabad,",Bihar ,"Shree Siddhivinayak Ayurved Panchak ..., ","Shahanur Wadi,,,Aurangabad,","Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - Ayurved","Dr. ,Bhairav B Kulkarni"
 (114 ratings),8 patient feedback(s),https://www.lybrate.com/aurangabad/doctor/dr-ramakant-bembde-cosmetic-plastic-surgeon?lpt=PS-SRP,Cosmetic/Plastic Surgeon,"21, Years experience",,"Beed Bypass,,,Aurangabad,",Bihar ,"Bembde Hospital For Plastic, Cosmet ..., ","Beed Bypass,,,Aurangabad,","MCh - Plastic & Reconstructive Surgery, DNB (Plastic Surgery)","Dr. ,Ramakant Bembde"
 (25 ratings),2 patient feedback(s),https://www.lybrate.com/aurangabad/doctor/dr-niraj-chaudhari-dentist?lpt=PS-SRP,Dentist,"11, Years experience",,"CIDCO,,,Aurangabad,",Bihar ,"Sai Dental Clinic & Implant Centre  ..., ","CIDCO,,,Aurangabad,",MDS - Periodontics,"Dr. ,Niraj Chaudhari"
rating not found,,https://www.lybrate.com/aurangabad/doctor/dr-narayan-sanap-general-surgeon?lpt=PS-SRP,General Surgeon,"15, Years experience",,"Garkheda,,,Aurangabad,",Bihar ,"Dr.SANAP Health Care Laparoscopic S ..., ","Garkheda,,,Aurangabad,","DNB (General Surgery), MBBS, FMAS.Laparoscopy, FIAGES(Fellowship in minimal access surgery), FALS(Fellow Advanced Laparoscopic Surgery)","Dr. ,Narayan Sanap"
 (10 ratings),1 patient feedback,https://www.lybrate.com/aurangabad/doctor/dr-sheema-naaz-dietitian-nutritionist?lpt=PS-SRP,Dietitian/Nutritionist,"9, Years experience",,",Aurangabad,,",Bihar ,"Healthcare, ",",Aurangabad,,","Fellowship in Clinical Nutrition, Diploma in Advance Diet & Nutrition, Certificate in Clinical Nutrition, PHD- Philosophy","Dt. ,Sheema Naaz"
rating not found,1 patient feedback,https://www.lybrate.com/aurangabad/doctor/dr-prashant-surkar-oncologist?lpt=PS-SRP,Oncologist,"12, Years experience",,"Ashok Nagar,,,Aurangabad,",Bihar ,"Kamalnayan Bajaj Hospital (Cancer H ..., ","Ashok Nagar,,,Aurangabad,","MBBS, DMRT, DNB Radiation Oncology","Dr. ,Prashant Surkar"
rating not found,,https://www.lybrate.com/aurangabad/doctor/dr-jeevan-rajput-neurosurgeon?lpt=PS-SRP,Neurosurgeon,"20, Years experience",,",Aurangabad,,",Bihar ,"JJ PLUS HOSPITALS Pvt Ltd, ",",Aurangabad,,","MBBS, MS - General Surgery, MCh - Neuro Surgery","Dr. ,Jeevan Rajput"
 (105 ratings),2 patient feedback(s),https://www.lybrate.com/aurangabad/doctor/dt-milind-bindu-dietitian-nutritionist?lpt=PS-SRP,Dietitian/Nutritionist,"24, Years experience",,",aurangabad,,",Bihar ,"bindu clinic, ",",aurangabad,,","Diploma in Public Health, Diploma in Anesthesia","Dt. ,Milind Bindu"
rating not found,,https://www.lybrate.com/saran/doctor/dr-baban-kumar-singh-ent-specialist?lpt=PS-SRP,ENT Specialist,"6, Years experience",,",Chhapra,,",Bihar ,"Meera hospital chapra, ",",Chhapra,,","MBBS, MS(ENT)","Dr. ,Baban Kumar Singh"
rating not found,,https://www.lybrate.com/chhapra/doctor/dr-raj-sharma-pediatrician?lpt=PS-SRP,Pediatrician,"5, Years experience",,",Chhapra,,",Bihar ,"Khushi clinic, ",",Chhapra,,",MD - Paediatrics,"Dr. ,Raj Sharma"
 (167 ratings),11 patient feedback(s),https://www.lybrate.com/jaipur/doctor/dr-neeraj-nagaich-gastroenterologist?lpt=PS-SRP,Gastroenterologist,"6, Years experience",,"Shanti Nagar,,,Jaipur,",Bihar ,"Gastro And Liver Care, ","Shanti Nagar,,,Jaipur,",DM - Gastroenterology,"Dr. ,Neeraj Nagaich"
rating not found,,https://www.lybrate.com/buxar/doctor/dr-rahul-dakoti-homeopath?lpt=PS-SRP,Homeopath,experience not found,,",Buxar,,",Bihar ,"kjdhkdhdjf, ",",Buxar,,",,"Dr. ,Rahul Dakoti"
rating not found,,https://www.lybrate.com/bangalore/doctor/dr-chetan-doctor-mother-and-child-care?lpt=PS-SRP,Mother and Child Care,experience not found,,",Bangalore,,",Bihar ,"Jsjkd fkbdjddn, ",",Bangalore,,",,"Dr. ,Chetan Doctor"
rating not found,,https://www.lybrate.com/darbhanga/doctor/dr-amber-imam-dentist?lpt=PS-SRP,Dentist,experience not found,,",Darbhanga,,",Bihar ,"Max Dental Care And Implant Center, ",",Darbhanga,,",,"Dr. ,Amber Imam"
rating not found,,https://www.lybrate.com/patna/doctor/dr-ashish-kumar-jha-pulmonologist?lpt=PS-SRP,Pulmonologist,"15, Years experience",,",Darbhanga,,",Bihar ,"Chest And Heart Clinic, ",",Darbhanga,,","MBBS, D.T.C.D       M.D","Dr. ,Ashish Kumar Jha Jha"
rating not found,,https://www.lybrate.com/darbhanga/doctor/dr-vinamra-gautam-dentist?lpt=PS-SRP,Dentist,"11, Years experience",,",Darbhanga,,",Bihar ,"Sonakshi Dental Clinic, ",",Darbhanga,,",BDS,"Dr. ,Vinamra Gautam"
rating not found,,https://www.lybrate.com/darbhanga/doctor/dr-prof-dr-vijay-kumar-prasad-psychologist?lpt=PS-SRP,Psychologist,"11, Years experience",,",DARBHANGA,,",Bihar ,"VIJAY LAXMI MIND CARE, ",",DARBHANGA,,",Diploma in Psychological Medicine,"Dr. ,Prof Dr Vijay Kumar Prasad"
 (62 ratings),18 patient feedback(s),https://www.lybrate.com/thane/doctor/dr-rupesh-waphekar-homeopath?lpt=PS-SRP,Homeopath,"8, Years experience",,",Aurangabad,,",Bihar ,"Dr Waphekar's Homoeopathic Clinic, ",",Aurangabad,,","MD Homoeopathy, Post Graduation Homoeopathy, London, DIACH, BHMS","Dr. ,Rupesh Waphekar"
 (113 ratings),3 patient feedback(s),https://www.lybrate.com/aurangabad/doctor/dr-sanmati-thole-pediatrician?lpt=PS-SRP,Pediatrician,"32, Years experience",,",Aurangabad,,",Bihar ,"THOLE'S CHILDREN HOSPITAL AND MULTI ..., ",",Aurangabad,,",MD - Paediatrics,"Dr. ,Sanmati Thole"
 (34 ratings),,https://www.lybrate.com/aurangabad/doctor/dr-chetan-rathi-gastroenterologist?lpt=PS-SRP,Gastroenterologist,"10, Years experience",,",Aurangabad,,",Bihar ,"Rathi Gastro and Liver Clinic, ",",Aurangabad,,","MBBS Bachelor of Medicine and Bachelor of Surgery, MD Medicine, DM Gastro","Dr. ,Chetan Rathi"
rating not found,,https://www.lybrate.com/aurangabad/doctor/dr-sunil-mishra-dentist?lpt=PS-SRP,Dentist,"12, Years experience",,"CIDCO,,,Aurangabad,",Bihar ,"Sai Dental Clinic, ","CIDCO,,,Aurangabad,","B.D.S., M.D.S.","Dr. ,Sunil Mishra"
 (34 ratings),1 patient feedback,https://www.lybrate.com/aurangabad/doctor/dr-vinod-totala-pediatrician?lpt=PS-SRP,Pediatrician,"24, Years experience",,"CIDCO,,,Aurangabad,",Bihar ,"Dr.Vinod Totala, ","CIDCO,,,Aurangabad,","MBBS, Diploma in Child Health (DCH)","Dr. ,Vinod Totala"
 (193 ratings),1 patient feedback,https://www.lybrate.com/aurangabad/doctor/dr-shailendra-inamdar-ear-nose-throat-ent-specialist?lpt=PS-SRP,ENT Specialist,"13, Years experience",,"Kanchanwadi,,,Aurangabad,",Bihar ,"Shwas ENT CLINIC, ","Kanchanwadi,,,Aurangabad,",MS - ENT,"Dr. ,Shailendra Inamdar"
rating not found,,https://www.lybrate.com/buxar/doctor/dr-peeyush-acupressurist?lpt=PS-SRP,Acupressurist,experience not found,,",Buxar,,",Bihar ,"bfnd, ",",Buxar,,",,"Dr. ,Peeyush"
rating not found,,https://www.lybrate.com/greater-noida/doctor/ms-camilla-conti-ibclc-mother-and-child-care?lpt=PS-SRP,Mother and Child Care,"9, Years experience",,"Greater Noida,,,greater noida,",Bihar ,"Camilla Conti, ","Greater Noida,,,greater noida,","Certified Childbirth Educator, International Board Certified Lactation Consultant (IBCLC)","Ms. ,Camilla Conti Ibclc"
 (49 ratings),3 patient feedback(s),https://www.lybrate.com/udaipur/doctor/dr-indira-ivf-ivf-specialist?lpt=PS-SRP,IVF Specialist,"29, Years experience",,",Begusarai,,",Bihar ,"Indira IVF - Begusarai, ",",Begusarai,,",MBBS Bachelor of Medicine and Bachelor of Surgery,Indira Ivf
 (13 ratings),,https://www.lybrate.com/begusarai/doctor/dr-abhishek-kumar-neurosurgeon?lpt=PS-SRP,Neurosurgeon,"10, Years experience",,",Begusarai,,",Bihar ,"Brain and spine centre, ",",Begusarai,,","MBBS, M.Ch Neurosurgery","Dr. ,Abhishek Kumar Singh"
 (10 ratings),,https://www.lybrate.com/begusarai/doctor/dr-shabab-n-siddiqui-general-physician?lpt=PS-SRP,General Physician,experience not found,,",Begusarai,,",Bihar ,"Siddiqui Clinic, ",",Begusarai,,",,"Dr. ,Shabab N Siddiqui"
rating not found,,https://www.lybrate.com/begusarai/doctor/dr-ajitabh-dentist?lpt=PS-SRP,Dentist,"7, Years experience",,",Begusarai,,",Bihar ,"Aradhya dental clinic, ",",Begusarai,,",BDS,"Dr. ,Ajitabh"
rating not found,,https://www.lybrate.com/begusarai/doctor/dr-vijay-kumar-singh-multi-speciality?lpt=PS-SRP,General Surgeon,experience not found,,",Begusarai,,",Bihar ,"Mira Nursing Home, ",",Begusarai,,",,"Dr. ,Vijay Kumar Singh"
rating not found,,https://www.lybrate.com/delhi/doctor/shambhu-kumar-undergraduate-student?lpt=PS-SRP,Neurologist,experience not found,,",Begusarai,,",Bihar ,"Advance Neuro And Maternity Hospita ..., ",",Begusarai,,",,Shambhu Kumar
rating not found,,https://www.lybrate.com/begusarai/doctor/dr-mini-kumari-gynaecologist?lpt=PS-SRP,Gynaecologist,"8, Years experience",,",Begusarai,,",Bihar ,"Indira IVF - Begusarai, ",",Begusarai,,",Diploma in Gynecology and Obstetrics,"Dr. ,Mini Kumari"
rating not found,,https://www.lybrate.com/begusarai/doctor/dr-shweta-kumari-dentist?lpt=PS-SRP,Dentist,"5, Years experience",,",BEGUSARAI,,",Bihar ,"kumar dental care, ",",BEGUSARAI,,",BDS,"Dr. ,Shweta Kumari"
rating not found,,https://www.lybrate.com/begusarai/doctor/dr-abhishek-kumar-pediatrician?lpt=PS-SRP,Pediatrician,"9, Years experience",,",Begusarai,,",Bihar ,"Bimla clinic, ",",Begusarai,,","MBBS, DCH","Dr. ,Abhishek Kumar"
rating not found,,https://www.lybrate.com/begusarai/doctor/mr-sharda-nandan-bharti-ayurveda?lpt=PS-SRP,Ayurveda,"6, Years experience",,",Begusarai,,",Bihar ,"Mr.Sharda Nandan Bharti 's Clinic, ",",Begusarai,,",g,"Mr. ,Amresh Puri"
 (255 ratings),89 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-madhumita-das-mazumdar-gynaecologist?lpt=PS-SRP,Gynaecologist,"26, Years experience",,"Beltola,,,Guwahati,",Assam ,"Aries Obgyn Clinic, ","Beltola,,,Guwahati,",MD - Obstetrtics & Gynaecology,"Dr. ,Madhumita Das Mazumdar"
 (1384 ratings),38 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-amit-agarwal-psychologist?lpt=PS-SRP,Psychologist,"11, Years experience",,"Lachit Nagar,,,Guwahati,",Assam ,"The Apollo Clinic, ","Lachit Nagar,,,Guwahati,","MSW, Clinical Hypnotherapy, MBA, Post Graduation in Counselling, Research Scholar","Dr. ,Amit Agarwal"
 (10 ratings),,https://www.lybrate.com/gurgaon/doctor/dr-vlcc-wellness-dermatologist-1?lpt=PS-SRP,Dermatologist,"30, Years experience",,"GS Road,,,Guwahati,",Assam ,"Vlcc Wellness - G.S.Road - Guwahati, ","GS Road,,,Guwahati,","Beauty & Slimming, Weight Management, Skin, Body & Hair Care Treatments","Dr. ,Vlcc Wellness"
 (187 ratings),50 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-tanoy-bose-internal-medicine-specialist?lpt=PS-SRP,Internal Medicine Specialist,"9, Years experience",,"Hengrabari,,,Guwahati,",Assam ,"1st SUNDAYs ONLY Pratiskha Hospital, ","Hengrabari,,,Guwahati,","EULAR certificate for Rheumatic Diseases, MD, Diploma in Echocardiography, Diploma in Rheumatology","Dr. ,Tanoy Bose"
 (20 ratings),1 patient feedback,https://www.lybrate.com/chennai/doctor/dr-vlcc-wellness-dermatologist?lpt=PS-SRP,Dermatologist,experience not found,,"GS Road,,,Guwahati,",Assam ,"Vlcc Wellness - G.S.Road - Guwahati, ","GS Road,,,Guwahati,",,Vlcc Wellness
 (1378 ratings),41 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-pranjal-deka-gastroenterologist?lpt=PS-SRP,Gastroenterologist,"15, Years experience",,"Dispur,,,Guwahati,",Assam ,"Pancreas Liver Gastro Clinic, ","Dispur,,,Guwahati,","MCh HPB Surgery, Fellow European Board of Surgery, MS - General Surgery, MBBS","Dr. ,Pranjal Deka"
 (123 ratings),38 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-anjan-jyoti-bhuyan-ear-nose-throat-ent-specialist?lpt=PS-SRP,ENT Specialist,"15, Years experience",,"Ganeshguri,,,Guwahati,",Assam ,"North East ENT Institute, ","Ganeshguri,,,Guwahati,",MS - ENT,"Dr. ,Anjan Jyoti Bhuyan"
 (60 ratings),23 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-r-p-soni-dermatologist?lpt=PS-SRP,Dermatologist,"26, Years experience",,"Lachit Nagar,,,Guwahati,",Assam ,"Skin Care Centre, ","Lachit Nagar,,,Guwahati,","MBBS Bachelor of Medicine and Bachelor of Surgery, MD - Dermatology","Dr. ,R.P Soni"
 (571 ratings),19 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-anjanjyoti-sarma-general-surgeon?lpt=PS-SRP,General Surgeon,"19, Years experience",,"VIP Road,,,Guwahati,",Assam ,"Pratiksha Hospital, ","VIP Road,,,Guwahati,","MCh(Minimally Invasive & Robotic Surgery), MS - Surgical, MBBS","Dr. ,Anjanjyoti Sarma"
 (47 ratings),18 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-sunil-malla-buzar-barua-endocrinologist?lpt=PS-SRP,Endocrinologist,"20, Years experience",,",Guwahati,,",Assam ,"UHS Clinic, ",",Guwahati,,","MCH, MS- Surgery, MBBS","Dr. ,Sunil Malla Bujar Barua"
 (49 ratings),13 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-pradip-kumar-sarma-rheumatologist?lpt=PS-SRP,Rheumatologist,"23, Years experience",,",Guwahati,,",Assam ,"Excel care hospital, ",",Guwahati,,","DM - Rheumatology, MD - General Medicine, MBBS","Dr. ,Pradip Kumar Sarma"
 (288 ratings),23 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-nabanita-das-ayurveda?lpt=PS-SRP,Ayurveda,"14, Years experience",,"Bharalumukh,,,Guwahati,",Assam ,"Arogya Medicos, ","Bharalumukh,,,Guwahati,","Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD(Ayurveda)","Dr. ,Nabanita Das"
 (993 ratings),4 patient feedback(s),https://www.lybrate.com/mumbai/doctor/richfeel-dermatologist?lpt=PS-SRP,Dermatologist,"12, Years experience",,"GS Road,,,Guwahati,",Assam ,"RichFeel Trichology Center - Guwaha ..., ","GS Road,,,Guwahati,",Trichologist,Richfeel
 (27 ratings),11 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-mukesh-kumar-agarwal-orthopedist?lpt=PS-SRP,Orthopedist,"12, Years experience",,",Guwahati,,",Assam ,"Apollo Hospital Guwahati, ",",Guwahati,,","MS - Orthopaedics, DNB (Orthopedics)","Dr. ,Mukesh Kumar Agarwal"
